date,stock_price
2021-05-24,84.61376953125
2021-05-25,80.6050796508789
2021-05-26,83.44133758544922
2021-05-27,83.1309814453125
2021-05-28,82.54476165771484
2021-06-01,84.69998168945312
2021-06-02,84.51031494140625
2021-06-03,84.11375427246094
2021-06-04,85.45001220703125
2021-06-07,85.04481506347656
2021-06-08,86.9241714477539
2021-06-09,85.63104248046875
2021-06-10,84.01891326904297
2021-06-11,83.42408752441406
2021-06-14,81.60508728027344
2021-06-15,80.98439025878906
2021-06-16,79.90677642822266
2021-06-17,76.57048797607422
2021-06-18,73.53597259521484
2021-06-21,73.54458618164062
2021-06-22,72.8462905883789
2021-06-23,73.07044982910156
2021-06-24,74.47564697265625
2021-06-25,74.57046508789062
2021-06-28,74.32044982910156
2021-06-29,75.58772277832031
2021-06-30,75.80323791503906
2021-07-01,74.67390441894531
2021-07-02,75.0273666381836
2021-07-06,73.82044982910156
2021-07-07,75.70842742919922
2021-07-08,74.57046508789062
2021-07-09,75.82910919189453
2021-07-12,76.70845794677734
2021-07-13,76.29463195800781
2021-07-14,77.26016998291016
2021-07-15,74.26876068115234
2021-07-16,72.81180572509766
2021-07-19,72.66523742675781
2021-07-20,73.69974517822266
2021-07-21,71.20833587646484
2021-07-22,71.67385864257812
2021-07-23,73.69113159179688
2021-07-26,74.37218475341797
2021-07-27,73.43251037597656
2021-07-28,74.65666961669922
2021-07-29,75.17391204833984
2021-07-30,75.77738952636719
2021-08-02,76.29463195800781
2021-08-03,77.94983673095703
2021-08-04,77.0015640258789
2021-08-05,78.3636474609375
2021-08-06,79.4412612915039
2021-08-09,79.76024627685547
2021-08-10,79.97574615478516
2021-08-11,81.148193359375
2021-08-12,78.30329132080078
2021-08-13,77.88087463378906
2021-08-16,78.1998291015625
2021-08-17,77.768798828125
2021-08-18,76.75153350830078
2021-08-19,75.98428344726562
2021-08-20,77.10499572753906
2021-08-23,79.01883697509766
2021-08-24,74.19975280761719
2021-08-25,74.90667724609375
2021-08-26,73.05319213867188
2021-08-27,74.40665435791016
2021-08-30,74.86357879638672
2021-08-31,75.51013946533203
2021-09-01,75.1653060913086
2021-09-02,77.15674591064453
2021-09-03,77.86366271972656
2021-09-07,75.91533660888672
2021-09-08,72.69975280761719
2021-09-09,75.29461669921875
2021-09-10,72.3462905883789
2021-09-13,72.3635482788086
2021-09-14,71.32040405273438
2021-09-15,72.71698760986328
2021-09-16,73.12216186523438
2021-09-17,72.19110870361328
2021-09-20,71.51006317138672
2021-09-21,70.89300537109375
2021-09-22,72.08367919921875
2021-09-23,73.9087905883789
2021-09-24,74.81266021728516
2021-09-27,75.5340347290039
2021-09-28,73.1787338256836
2021-09-29,72.22270965576172
2021-09-30,71.71863555908203
2021-10-01,73.36126708984375
2021-10-04,73.1265869140625
2021-10-05,74.00439453125
2021-10-06,70.05864715576172
2021-10-07,71.07551574707031
2021-10-08,69.4676513671875
2021-10-11,70.94514465332031
2021-10-12,68.66808319091797
2021-10-13,69.15476989746094
2021-10-14,71.70125579833984
2021-10-15,71.25801849365234
2021-10-18,70.60618591308594
2021-10-19,70.50189971923828
2021-10-20,69.98912811279297
2021-10-21,71.47527313232422
2021-10-22,75.81214141845703
2021-10-25,77.48950958251953
2021-10-26,76.54218292236328
2021-10-27,76.50743103027344
2021-10-28,77.8284683227539
2021-10-29,77.41130065917969
2021-11-01,79.87086486816406
2021-11-02,79.80133056640625
2021-11-03,81.22666931152344
2021-11-04,82.82582092285156
2021-11-05,84.0860366821289
2021-11-08,84.92906951904297
2021-11-09,86.2935562133789
2021-11-10,86.05888366699219
2021-11-11,91.48210906982422
2021-11-12,93.96776580810547
2021-11-15,91.82977294921875
2021-11-16,90.09156036376953
2021-11-17,87.68413543701172
2021-11-18,87.99700164794922
2021-11-19,87.58851623535156
2021-11-22,88.31857299804688
2021-11-23,88.28382110595703
2021-11-24,87.81449127197266
2021-11-26,85.71126556396484
2021-11-29,90.4391860961914
2021-11-30,89.23114776611328
2021-12-01,90.24799346923828
2021-12-02,91.35174560546875
2021-12-03,91.61248779296875
2021-12-06,90.03071594238281
2021-12-07,94.31538391113281
2021-12-08,91.86451721191406
2021-12-09,89.45711517333984
2021-12-10,90.308837890625
2021-12-13,88.37071990966797
2021-12-14,89.03124237060547
2021-12-15,90.8476791381836
2021-12-16,90.91719818115234
2021-12-17,90.8302993774414
2021-12-20,91.369140625
2021-12-21,95.56006622314453
2021-12-22,96.51373291015625
2021-12-23,97.48489379882812
2021-12-27,99.40100860595703
2021-12-28,99.60224914550781
2021-12-29,100.6171875
2021-12-30,99.54975128173828
2021-12-31,98.84980773925781
2022-01-03,99.0073013305664
2022-01-04,101.50959014892578
2022-01-05,100.36343383789062
2022-01-06,98.32484436035156
2022-01-07,97.08245086669922
2022-01-10,100.10970306396484
2022-01-11,97.74738311767578
2022-01-12,99.06854248046875
2022-01-13,96.97746276855469
2022-01-14,95.54256439208984
2022-01-18,92.27030181884766
2022-01-19,89.55802917480469
2022-01-20,87.86941528320312
2022-01-21,83.573486328125
2022-01-24,85.00839233398438
2022-01-25,82.9260482788086
2022-01-26,84.26467895507812
2022-01-27,90.71293640136719
2022-01-28,93.63521575927734
2022-01-31,93.74895477294922
2022-02-01,94.45763397216797
2022-02-02,96.583740234375
2022-02-03,94.64136505126953
2022-02-04,95.12261199951172
2022-02-07,95.75254821777344
2022-02-08,96.88993835449219
2022-02-09,98.0623779296875
2022-02-10,96.31250762939453
2022-02-11,95.11384582519531
2022-02-14,92.85650634765625
2022-02-15,96.17253875732422
2022-02-16,97.86112976074219
2022-02-17,97.28366088867188
2022-02-18,95.05260467529297
2022-02-22,93.92393493652344
2022-02-23,91.71912384033203
2022-02-24,90.25798034667969
2022-02-25,91.78036499023438
2022-02-28,90.25798034667969
2022-03-01,88.03565979003906
2022-03-02,92.48030090332031
2022-03-03,91.57038879394531
2022-03-04,90.27548217773438
2022-03-07,87.5719223022461
2022-03-08,79.2425765991211
2022-03-09,79.08509063720703
2022-03-10,77.62396240234375
2022-03-11,76.40780639648438
2022-03-14,75.5503921508789
2022-03-15,77.52771759033203
2022-03-16,79.12883758544922
2022-03-17,80.58124542236328
2022-03-18,82.52357482910156
2022-03-21,81.33358764648438
2022-03-22,82.56765747070312
2022-03-23,80.57553100585938
2022-03-24,82.78800964355469
2022-03-25,80.14359283447266
2022-03-28,81.43936920166016
2022-03-29,82.5500259399414
2022-03-30,80.5402603149414
2022-03-31,79.24449920654297
2022-04-01,78.82138061523438
2022-04-04,80.18766784667969
2022-04-05,77.701904296875
2022-04-06,75.8948974609375
2022-04-07,76.27392578125
2022-04-08,74.9605484008789
2022-04-11,74.50216674804688
2022-04-12,73.29454040527344
2022-04-13,74.1319580078125
2022-04-14,71.7607650756836
2022-04-18,72.55409240722656
2022-04-19,74.15838623046875
2022-04-20,75.59518432617188
2022-04-21,74.26417541503906
2022-04-22,72.65106201171875
2022-04-25,72.75685119628906
2022-04-26,69.84799194335938
2022-04-27,71.97232818603516
2022-04-28,72.43069458007812
2022-04-29,72.31610870361328
2022-05-02,72.67752075195312
2022-05-03,73.94683837890625
2022-05-04,76.2033920288086
2022-05-05,72.91551208496094
2022-05-06,72.82736206054688
2022-05-09,70.83523559570312
2022-05-10,71.22307586669922
2022-05-11,67.98806762695312
2022-05-12,68.84308624267578
2022-05-13,71.14373779296875
2022-05-16,73.0124740600586
2022-05-17,76.77635192871094
2022-05-18,74.1319580078125
2022-05-19,72.73040771484375
2022-05-20,70.62369537353516
2022-05-23,72.21916198730469
2022-05-24,70.12124633789062
2022-05-25,72.86263275146484
2022-05-26,75.56876373291016
2022-05-27,77.71954345703125
2022-05-31,74.63438415527344
2022-06-01,73.76173400878906
2022-06-02,74.60791778564453
2022-06-03,72.90669250488281
2022-06-06,72.75685119628906
2022-06-07,74.47573852539062
2022-06-08,73.77054595947266
2022-06-09,73.03010559082031
2022-06-10,71.05561065673828
2022-06-13,67.90874481201172
2022-06-14,66.66586303710938
2022-06-15,67.20356750488281
2022-06-16,62.42598342895508
2022-06-17,64.07433319091797
2022-06-21,64.0831527709961
2022-06-22,63.113525390625
2022-06-23,62.979984283447266
2022-06-24,66.00659942626953
2022-06-27,66.06002044677734
2022-06-28,64.90277862548828
2022-06-29,63.629825592041016
2022-06-30,63.59422302246094
2022-07-01,61.502296447753906
2022-07-05,63.478492736816406
2022-07-06,63.67433547973633
2022-07-07,66.30925750732422
2022-07-08,66.64753723144531
2022-07-11,66.16683197021484
2022-07-12,66.56742095947266
2022-07-13,66.3715591430664
2022-07-14,67.279541015625
2022-07-15,69.05989837646484
2022-07-18,68.99760437011719
2022-07-19,71.91737365722656
2022-07-20,73.05680847167969
2022-07-21,74.42765808105469
2022-07-22,68.39228057861328
2022-07-25,68.11630249023438
2022-07-26,67.64451599121094
2022-07-27,70.03909301757812
2022-07-28,71.03609466552734
2022-07-29,71.19631958007812
2022-08-01,70.80465698242188
2022-08-02,70.33284759521484
2022-08-03,71.3565673828125
2022-08-04,71.5613021850586
2022-08-05,72.05976867675781
2022-08-08,72.1755142211914
2022-08-09,68.84625244140625
2022-08-10,71.51678466796875
2022-08-11,73.41285705566406
2022-08-12,74.26744079589844
2022-08-15,73.17253112792969
2022-08-16,72.86095428466797
2022-08-17,70.53759765625
2022-08-18,72.66511535644531
2022-08-19,71.18742370605469
2022-08-22,68.16082763671875
2022-08-23,67.2617416381836
2022-08-24,67.71573638916016
2022-08-25,70.53759765625
2022-08-26,66.42498779296875
2022-08-29,64.5912094116211
2022-08-30,61.796058654785156
2022-08-31,59.60623550415039
2022-09-01,58.68043899536133
2022-09-02,58.27985763549805
2022-09-06,58.17304992675781
2022-09-07,58.413387298583984
2022-09-08,58.86737823486328
2022-09-09,61.27085876464844
2022-09-12,61.21744918823242
2022-09-13,58.075130462646484
2022-09-14,56.2769660949707
2022-09-15,55.70726013183594
2022-09-16,55.82297897338867
2022-09-19,55.20874786376953
2022-09-20,53.9572868347168
2022-09-21,53.597145080566406
2022-09-22,52.975914001464844
2022-09-23,52.02155303955078
2022-09-26,49.8697509765625
2022-09-27,50.89613723754883
2022-09-28,51.3012809753418
2022-09-29,48.96040344238281
2022-09-30,47.925018310546875
2022-10-03,49.30253982543945
2022-10-04,51.31929397583008
2022-10-05,51.7064323425293
2022-10-06,50.157859802246094
2022-10-07,48.402198791503906
2022-10-10,47.02467346191406
2022-10-11,46.79059600830078
2022-10-12,46.65554428100586
2022-10-13,47.75395202636719
2022-10-14,46.466468811035156
2022-10-17,47.77195739746094
2022-10-18,47.6909294128418
2022-10-19,47.582889556884766
2022-10-20,47.74495315551758
2022-10-21,50.157859802246094
2022-10-24,50.69805908203125
2022-10-25,52.219627380371094
2022-10-26,48.069068908691406
2022-10-27,46.78158187866211
2022-10-28,46.322410583496094
2022-10-31,44.710811614990234
2022-11-01,45.94427490234375
2022-11-02,44.55774688720703
2022-11-03,43.657413482666016
2022-11-04,46.025299072265625
2022-11-07,47.33079528808594
2022-11-08,47.71794128417969
2022-11-09,45.54811477661133
2022-11-10,48.43820571899414
2022-11-11,51.454341888427734
2022-11-14,50.77008819580078
2022-11-15,50.17585372924805
2022-11-16,48.53724670410156
2022-11-17,48.98741912841797
2022-11-18,49.1314697265625
2022-11-21,48.70830535888672
2022-11-22,48.71731185913086
2022-11-23,49.34755325317383
2022-11-25,49.24851608276367
2022-11-28,47.09669876098633
2022-11-29,46.322410583496094
2022-11-30,47.6909294128418
2022-12-01,47.988040924072266
2022-12-02,47.6909294128418
2022-12-05,47.04267883300781
2022-12-06,46.9976692199707
2022-12-07,47.33079528808594
2022-12-08,49.00541687011719
2022-12-09,48.74432373046875
2022-12-12,50.07682800292969
2022-12-13,50.57200622558594
2022-12-14,49.29352569580078
2022-12-15,47.150726318359375
2022-12-16,46.93463897705078
2022-12-19,45.908260345458984
2022-12-20,46.565521240234375
2022-12-21,45.862613677978516
2022-12-22,45.835227966308594
2022-12-23,46.10908889770508
2022-12-27,47.5240478515625
2022-12-28,46.60204315185547
2022-12-29,48.400394439697266
2022-12-30,48.026123046875
2023-01-03,47.35972595214844
2023-01-04,47.91657638549805
2023-01-05,48.82944107055664
2023-01-06,51.0385856628418
2023-01-09,50.518253326416016
2023-01-10,51.54066848754883
2023-01-11,52.225318908691406
2023-01-12,52.73653030395508
2023-01-13,52.270965576171875
2023-01-17,52.01536178588867
2023-01-18,53.594627380371094
2023-01-19,53.119937896728516
2023-01-20,54.16973876953125
2023-01-23,57.72079849243164
2023-01-24,56.80793380737305
2023-01-25,56.826194763183594
2023-01-26,62.997196197509766
2023-01-27,62.97893142700195
2023-01-30,60.9432373046875
2023-01-31,61.874359130859375
2023-02-01,64.34822845458984
2023-02-02,66.06443786621094
2023-02-03,64.7134017944336
2023-02-06,63.6727180480957
2023-02-07,65.0876693725586
2023-02-08,64.88682556152344
2023-02-09,63.71836471557617
2023-02-10,65.06941986083984
2023-02-13,65.11505126953125
2023-02-14,66.14659118652344
2023-02-15,65.69930267333984
2023-02-16,64.38475799560547
2023-02-17,64.1382827758789
2023-02-21,61.2353401184082
2023-02-22,60.60546875
2023-02-23,61.2353401184082
2023-02-24,60.331607818603516
2023-02-27,58.65193176269531
2023-02-28,58.93492126464844
2023-03-01,58.533260345458984
2023-03-02,59.20878601074219
2023-03-03,58.94404983520508
2023-03-06,57.80295944213867
2023-03-07,56.72577667236328
2023-03-08,58.08595275878906
2023-03-09,57.73905563354492
2023-03-10,56.3697624206543
2023-03-13,55.08260726928711
2023-03-14,55.70336151123047
2023-03-15,54.63529968261719
2023-03-16,55.867679595947266
2023-03-17,55.73073959350586
2023-03-20,56.65275192260742
2023-03-21,57.33597946166992
2023-03-22,55.87718963623047
2023-03-23,56.87433624267578
2023-03-24,56.911258697509766
2023-03-27,57.25288009643555
2023-03-28,55.79409408569336
2023-03-29,58.89632797241211
2023-03-30,59.99504089355469
2023-03-31,61.04758071899414
2023-04-03,60.705970764160156
2023-04-04,60.32741928100586
2023-04-05,59.88424301147461
2023-04-06,59.459537506103516
2023-04-10,61.25992965698242
2023-04-11,61.749263763427734
2023-04-12,61.287635803222656
2023-04-13,60.336647033691406
2023-04-14,59.053279876708984
2023-04-17,59.32103729248047
2023-04-18,59.33949661254883
2023-04-19,58.03767013549805
2023-04-20,52.70109558105469
2023-04-21,52.09172058105469
2023-04-24,52.63645553588867
2023-04-25,51.78703689575195
2023-04-26,52.01785659790039
2023-04-27,52.44256591796875
2023-04-28,54.261444091796875
2023-05-01,54.06755447387695
2023-05-02,52.488731384277344
2023-05-03,51.63007354736328
2023-05-04,50.891448974609375
2023-05-05,51.64854431152344
2023-05-08,51.9716911315918
2023-05-09,52.913448333740234
2023-05-10,52.87651443481445
2023-05-11,52.44256591796875
2023-05-12,53.15350341796875
2023-05-15,56.37575912475586
2023-05-16,56.13570785522461
2023-05-17,56.44963073730469
2023-05-18,57.93611526489258
2023-05-19,57.48370361328125
2023-05-22,58.120765686035156
2023-05-23,57.585262298583984
2023-05-24,56.615814208984375
2023-05-25,55.49864196777344
2023-05-26,57.511409759521484
2023-05-30,56.320369720458984
2023-05-31,55.48939895629883
2023-06-01,56.597347259521484
2023-06-02,57.437530517578125
2023-06-05,56.19110107421875
2023-06-06,54.09524154663086
2023-06-07,54.75077819824219
2023-06-08,55.286285400390625
2023-06-09,56.21879577636719
2023-06-12,58.54548263549805
2023-06-13,59.72727584838867
2023-06-14,60.28125762939453
2023-06-15,61.066062927246094
2023-06-16,59.36720657348633
2023-06-20,58.41509246826172
2023-06-21,57.47229766845703
2023-06-22,57.15494155883789
2023-06-23,56.30549621582031
2023-06-26,56.52019119262695
2023-06-27,57.97636413574219
2023-06-28,57.51897430419922
2023-06-29,57.81767654418945
2023-06-30,57.75233459472656
2023-07-03,58.041709899902344
2023-07-05,56.772220611572266
2023-07-06,56.772220611572266
2023-07-07,56.26815414428711
2023-07-10,56.38016891479492
2023-07-11,56.99625015258789
2023-07-12,57.51897430419922
2023-07-13,57.89236068725586
2023-07-14,57.47229766845703
2023-07-17,56.89357376098633
2023-07-18,57.304283142089844
2023-07-19,55.8761100769043
2023-07-20,55.3533821105957
2023-07-21,55.642757415771484
2023-07-24,55.33470916748047
2023-07-25,54.36393356323242
2023-07-26,54.111900329589844
2023-07-27,58.013702392578125
2023-07-28,59.2271842956543
2023-07-31,59.27385711669922
2023-08-01,60.97273635864258
2023-08-02,60.68336868286133
2023-08-03,63.73573303222656
2023-08-04,62.34489822387695
2023-08-07,63.950416564941406
2023-08-08,62.59693145751953
2023-08-09,62.41024398803711
2023-08-10,62.68093490600586
2023-08-11,62.400901794433594
2023-08-14,63.29702377319336
2023-08-15,61.140750885009766
2023-08-16,59.917938232421875
2023-08-17,60.60868453979492
2023-08-18,60.06728744506836
2023-08-21,61.140750885009766
2023-08-22,61.50478744506836
2023-08-23,61.75682830810547
2023-08-24,60.5806884765625
2023-08-25,60.13262939453125
2023-08-28,61.67280960083008
2023-08-29,61.98085021972656
2023-08-30,63.633056640625
2023-08-31,66.07867431640625
2023-09-01,68.7950210571289
2023-09-05,66.17203521728516
2023-09-06,66.48941040039062
2023-09-07,59.21784973144531
2023-09-08,61.019405364990234
2023-09-11,60.02995300292969
2023-09-12,58.54576873779297
2023-09-13,59.17118453979492
2023-09-14,59.973941802978516
2023-09-15,59.507225036621094
2023-09-18,59.95527648925781
2023-09-19,60.55268478393555
2023-09-20,61.26210021972656
2023-09-21,61.09408187866211
2023-09-22,61.51412582397461
2023-09-25,60.80652618408203
2023-09-26,59.83475112915039
2023-09-27,60.65557098388672
2023-09-28,61.976436614990234
2023-09-29,62.22173309326172
2023-10-02,62.44816207885742
2023-10-03,61.72169876098633
2023-10-04,62.240596771240234
2023-10-05,62.85386657714844
2023-10-06,62.316078186035156
2023-10-09,62.485904693603516
2023-10-10,62.81611633300781
2023-10-11,65.62763977050781
2023-10-12,65.42951202392578
2023-10-13,64.5615234375
2023-10-16,65.05213165283203
2023-10-17,65.0427017211914
2023-10-18,64.60871124267578
2023-10-19,63.0897216796875
2023-10-20,62.919898986816406
2023-10-23,61.56130599975586
2023-10-24,64.25019073486328
2023-10-25,63.30672073364258
2023-10-26,62.11794662475586
2023-10-27,64.34453582763672
2023-10-30,64.55209350585938
2023-10-31,64.39170837402344
2023-11-01,67.2126693725586
2023-11-02,67.75045013427734
2023-11-03,68.19388580322266
2023-11-06,67.10890197753906
2023-11-07,66.83528900146484
2023-11-08,67.79762268066406
2023-11-09,67.92971801757812
2023-11-10,68.32596588134766
2023-11-13,68.3731460571289
2023-11-14,70.39216613769531
2023-11-15,70.3355712890625
2023-11-16,71.31676483154297
2023-11-17,71.5903549194336
2023-11-20,72.70365905761719
2023-11-21,71.76020050048828
2023-11-22,72.22249603271484
2023-11-24,71.77906036376953
2023-11-27,73.17539978027344
2023-11-28,72.5998764038086
2023-11-29,74.04339599609375
2023-11-30,74.62833404541016
2023-12-01,74.70381164550781
2023-12-04,74.14716339111328
2023-12-05,72.60931396484375
2023-12-06,73.4112548828125
2023-12-07,74.32643127441406
2023-12-08,76.03411102294922
2023-12-11,77.3549575805664
2023-12-12,77.95878601074219
2023-12-13,80.60047912597656
2023-12-14,80.50614166259766
2023-12-15,79.5155029296875
2023-12-18,79.2230224609375
2023-12-19,79.15699768066406
2023-12-20,77.8725814819336
2023-12-21,81.15495300292969
2023-12-22,81.02173614501953
2023-12-26,81.6972427368164
2023-12-27,81.51646423339844
2023-12-28,82.5725326538086
2023-12-29,81.2215347290039
2024-01-02,78.6717758178711
2024-01-03,76.52159118652344
2024-01-04,76.8450698852539
2024-01-05,76.3788833618164
2024-01-08,77.04486846923828
2024-01-09,76.21714782714844
2024-01-10,78.64322662353516
2024-01-11,77.76792907714844
2024-01-12,78.75740051269531
2024-01-16,80.68873596191406
2024-01-17,79.28067779541016
2024-01-18,79.88956451416016
2024-01-19,81.26908874511719
2024-01-22,82.8674545288086
2024-01-23,84.89395904541016
2024-01-24,84.83686828613281
2024-01-25,86.56842803955078
2024-01-26,86.045166015625
2024-01-29,84.3231201171875
2024-01-30,83.33366394042969
2024-01-31,81.51646423339844
2024-02-01,82.58204650878906
2024-02-02,83.26705169677734
2024-02-05,81.34522247314453
2024-02-06,82.0112075805664
2024-02-07,82.54399108886719
2024-02-08,83.4192886352539
2024-02-09,85.06522369384766
2024-02-12,84.77027893066406
2024-02-13,82.92455291748047
2024-02-14,82.59156036376953
2024-02-15,83.8759765625
2024-02-16,83.26705169677734
2024-02-20,82.55350494384766
2024-02-21,80.77436828613281
2024-02-22,83.74275207519531
2024-02-23,83.7047119140625
2024-02-26,84.3516616821289
2024-02-27,86.29253387451172
2024-02-28,87.15830993652344
2024-02-29,88.5283432006836
2024-03-01,92.4386215209961
2024-03-04,93.59932708740234
2024-03-05,93.83717346191406
2024-03-06,89.56536865234375
2024-03-07,89.25140380859375
2024-03-08,88.18583679199219
2024-03-11,87.28199768066406
2024-03-12,86.6826171875
2024-03-13,84.3611831665039
2024-03-14,81.59258270263672
2024-03-15,81.8304443359375
2024-03-18,81.24056243896484
2024-03-19,82.36321258544922
2024-03-20,83.84992218017578
2024-03-21,84.83786010742188
2024-03-22,85.37500762939453
2024-03-25,84.60765838623047
2024-03-26,90.85181427001953
2024-03-27,90.71752166748047
2024-03-28,89.25001525878906
2024-04-01,88.03186798095703
2024-04-02,86.54517364501953
2024-04-03,87.88799285888672
2024-04-04,87.05352783203125
2024-04-05,86.3149642944336
2024-04-08,85.50927734375
2024-04-09,85.87374114990234
2024-04-10,84.39665985107422
2024-04-11,85.15438079833984
2024-04-12,81.71100616455078
2024-04-15,80.4544906616211
2024-04-16,80.26266479492188
2024-04-17,80.76143646240234
2024-04-18,80.032470703125
2024-04-19,79.09249114990234
2024-04-22,81.70140838623047
2024-04-23,82.99628448486328
2024-04-24,83.55258178710938
2024-04-25,83.69645690917969
2024-04-26,82.52629089355469
2024-04-29,82.56464385986328
2024-04-30,82.40159606933594
2024-05-01,82.30567169189453
2024-05-02,82.76607513427734
2024-05-03,83.92667388916016
2024-05-06,86.18069458007812
2024-05-07,85.8545913696289
2024-05-08,86.37252807617188
2024-05-09,87.9263687133789
2024-05-10,90.1707992553711
2024-05-13,89.3459243774414
2024-05-14,92.2905502319336
2024-05-15,94.68846893310547
2024-05-16,94.2280502319336
2024-05-17,91.37934875488281
2024-05-20,92.85646057128906
2024-05-21,89.77754974365234
2024-05-22,90.80384826660156
2024-05-23,89.64327239990234
2024-05-24,90.34344482421875
2024-05-28,92.88522338867188
2024-05-29,90.41060638427734
2024-05-30,89.88304901123047
2024-05-31,89.4322509765625
2024-06-03,87.60025024414062
2024-06-04,88.09901428222656
2024-06-05,92.65502166748047
2024-06-06,92.07953643798828
2024-06-07,92.18505096435547
2024-06-10,95.4557876586914
2024-06-11,97.48921966552734
2024-06-12,98.64978790283203
2024-06-13,100.4818115234375
2024-06-14,99.61854553222656
2024-06-17,101.65196990966797
2024-06-18,101.66156005859375
2024-06-20,99.08357238769531
2024-06-21,99.52771759033203
2024-06-24,99.76911926269531
2024-06-25,100.16497802734375
2024-06-26,99.2090835571289
2024-06-27,100.51256561279297
2024-06-28,99.71117401123047
2024-07-01,98.90977478027344
2024-07-02,99.57599639892578
2024-07-03,97.87664794921875
2024-07-05,98.5235595703125
2024-07-08,99.86566925048828
2024-07-09,100.75395202636719
2024-07-10,103.05194854736328
2024-07-11,102.45330810546875
2024-07-12,103.40918731689453
2024-07-15,105.18577575683594
2024-07-16,104.96369934082031
2024-07-17,101.29466247558594
2024-07-18,99.9042739868164
2024-07-19,99.09323120117188
2024-07-22,102.52088928222656
2024-07-23,101.67122650146484
2024-07-24,105.75544738769531
2024-07-25,100.37739562988281
2024-07-26,100.1070556640625
2024-07-29,99.8173828125
2024-07-30,95.68487548828125
2024-07-31,98.64908599853516
2024-08-01,95.59798431396484
2024-08-02,91.31098175048828
2024-08-05,89.35093688964844
2024-08-06,90.45165252685547
2024-08-07,88.92610931396484
2024-08-08,92.16065979003906
2024-08-09,92.96205139160156
2024-08-12,92.52755737304688
2024-08-13,94.8158950805664
2024-08-14,93.71517944335938
2024-08-15,96.17730712890625
2024-08-16,98.2242431640625
2024-08-19,100.37739562988281
2024-08-20,99.98153686523438
2024-08-21,100.84085083007812
2024-08-22,99.67255401611328
2024-08-23,100.8118896484375
2024-08-26,101.14984130859375
2024-08-27,97.23939514160156
2024-08-28,95.82970428466797
2024-08-29,94.17864990234375
2024-08-30,96.11936950683594
2024-09-03,93.44482421875
2024-09-04,97.25870513916016
2024-09-05,97.33594512939453
2024-09-06,94.60346984863281
2024-09-09,97.8476791381836
2024-09-10,98.73597717285156
2024-09-11,98.99667358398438
2024-09-12,97.15250396728516
2024-09-13,98.6104507446289
2024-09-16,97.9442367553711
2024-09-17,98.55252838134766
2024-09-18,97.45181274414062
2024-09-19,100.5318832397461
