category,brand,name,price,avg_rating,num_ratings
Hair Care,BaBylissPRO,Nano Titanium Ionic Straightening Iron,$179.99,4.3,825.0
Hair Care,Matrix,Food For Soft Multi-Use Hair Oil Serum,$21.00 - $34.00,4.7,1788.0
Hair Care,Matrix,Brass Off Blue Shampoo for Brunettes,$22.00 - $46.00,4.3,1053.0
Hair Care,Moroccanoil,Moroccanoil Treatment Hair Oil Mist,$20.00 - $50.00,4.9,114.0
Hair Care,Sexy Hair,Big Sexy Hair Spray & Play Volumizing Hairspray,$10.00 - $29.55,4.6,2925.0
Hair Care,PATTERN,Hydration Shampoo,$12.00 - $45.00,4.6,4463.0
Hair Care,Bumble and bumble,Thickening Dryspun Texture Spray,$16.00 - $53.00,4.4,1584.0
Hair Care,Color Wow,Xtra Large Bombshell Volumizer,$12.00 - $28.00,4.1,5286.0
Hair Care,Living Proof,Full Shampoo,$17.00 - $82.00,4.8,297.0
Hair Care,CÉCRED,Strong Hold Gel,$32.00,4.6,36.0
Hair Care,Curlsmith,Weightless Air Dry Cream,$12.50 - $40.00,4.6,2576.0
Hair Care,IGK,Color Depositing Conditioning Hair Mask,$32.00,4.2,1582.0
Hair Care,Moroccanoil,Hydrating Shampoo,$14.00 - $30.00,4.1,64.0
Hair Care,CHI,"Lava 1 1/2"" Hairstyling Iron",$149.99,4.2,20.0
Hair Care,Matrix,Miracle Creator Multi-Benefit Leave-In Conditioner Spray,$15.00 - $36.00,4.5,1135.0
Hair Care,Pureology,Pure Volume Shampoo,$12.00 - $90.00,3.6,767.0
Hair Care,Madison Reed,ColorWonder Demi-Permanent,$34.00,4.3,1001.0
Hair Care,Bondi Boost,HG Shampoo for Thinning Hair,$16.00 - $34.00,4.6,12314.0
Hair Care,Moroccanoil,Hydrating Conditioner,$14.00 - $30.00,4.6,50.0
Hair Care,It's A 10,Miracle Leave-In Conditioner Plus Keratin,$16.00 - $45.00,4.7,1638.0
Hair Care,Redken,Acidic Bonding Concentrate Travel Kit for Damaged Hair,$30.00,4.0,189.0
Hair Care,Rizos Curls,Curl Defining Mousse,$11.00 - $23.00,4.2,140.0
Hair Care,Bio Ionic,10X Ultralight Speed Dryer,$162.99,4.8,223.0
Hair Care,Biolage,Full Rescue Shampoo for Thin Hair,$30.00 - $56.00,4.5,965.0
Hair Care,Eva Nyc,Therapy Session Deep Conditioning Hair Mask,$5.50 - $19.00,4.6,2892.0
Hair Care,Redken,Hair Cleansing Cream Clarifying Shampoo,$29.00 - $56.00,4.6,507.0
Hair Care,Shark Beauty,SpeedStyle Pro Flex Professional Performance High-Velocity Hair Dryer System,$169.99,4.4,300.0
Hair Care,Biolage,Hydra Source Conditioning Balm for Dry Hair,$6.50 - $52.00,4.6,842.0
Hair Care,amika,Big Hit Volumizing Shampoo,$29.00 - $77.00,4.7,234.0
Hair Care,Redken,Control Hairspray,$15.00 - $29.00,4.5,185.0
Hair Care,LolaVie,Glossing Detangler,$15.00 - $50.00,4.6,2312.0
Hair Care,Biolage,Volume Boost Conditioner for Fine Hair,$26.00 - $45.00,4.4,761.0
Hair Care,Redken,Blondage Color Depositing Purple Conditioner,$29.00 - $56.00,4.5,999.0
Hair Care,Verb,Ghost Shampoo,$10.00 - $46.00,4.4,1385.0
Hair Care,Not Your Mother's,Curl Talk Curl Activating Hair Mousse,$4.99 - $15.49,3.9,982.0
Hair Care,OLAPLEX,Rich Hydration Hair Mask for Dry or Medium to Thick Hair,$44.00,4.6,269.0
Hair Care,Matrix,So Silver Purple Shampoo for Blonde Hair,$22.00 - $46.00,4.5,2621.0
Hair Care,OUAI,Treatment Mask for Fine to Medium Hair,$22.00 - $38.00,4.6,1839.0
Hair Care,Kenra Professional,Volume Mousse Extra 17,$21.00,4.5,577.0
Hair Care,Shark Beauty,FlexStyle LE Orchid Sunrise,$229.99,4.2,2392.0
Hair Care,amika,Forget Frizz Anti-Frizz Conditioner,$28.00 - $75.00,4.7,191.0
Hair Care,JVN,Complete Air Dry Cream,$15.00 - $49.00,4.4,4484.0
Hair Care,Joico,K-PAK Color Therapy Color-Protecting Shampoo,$9.50 - $44.00,4.5,556.0
Hair Care,OLAPLEX,No.5L Moisturize & Mend Leave-In Conditioner,$34.00,4.7,388.0
Hair Care,UNITE Hair,7SECONDS Detangler,$14.00 - $42.50,4.9,1023.0
Hair Care,T3,SinglePass Smooth X Professional Flat Iron with Extra-Long Plates,$169.99,4.7,119.0
Hair Care,amika,Forget Frizz Anti-Frizz Shampoo,$28.00 - $75.00,4.7,190.0
Hair Care,CÉCRED,Flexible Hold Hairspray,$38.00,4.4,35.0
Hair Care,Moroccanoil,Moroccanoil Treatment Purple Hair Oil,$20.00 - $38.00,4.9,112.0
Hair Care,Moroccanoil,Luminous Hairspray Strong Finish,$14.00 - $30.00,4.7,55.0
Hair Care,BaBylissPRO,Nano Titanium Lightweight Dryer,$114.99,4.4,890.0
Hair Care,Shark Beauty,Shark Glossi 2-in-1 Hot Tool And Air Glosser,$129.99,4.5,294.0
Hair Care,Olivia Garden,Ceramic+Ion Speed XL Round Thermal Brush,$20.96 - $26.56,4.6,157.0
Hair Care,CHI,"Keratin Infused 1"" Ceramic Flat Iron",$76.99,3.1,16.0
Hair Care,CÉCRED,Volumizing Mousse,$32.00,4.5,46.0
Hair Care,Biolage,Full Rescue Conditioner for Thin Hair,$8.00 - $56.00,4.5,466.0
Hair Care,amika,Bust Your Brass Cool Blonde Strength Repair Shampoo,$29.00 - $77.00,4.9,2161.0
Hair Care,Redken,Acidic Bonding Concentrate 24/7 Night & Day Serum for Hair Repair,$46.00,4.6,533.0
Hair Care,Revlon,One-Step Volumizer PLUS 2.0 Hair Dryer and Hot Air Brush,$46.19 - $65.99,4.2,660.0
Hair Care,Rizos Curls,Curl Custard,$11.00 - $22.00,4.5,94.0
Hair Care,Madison Reed,The Great Cover Up Root Touch Up + Brow Filler,$36.00,4.7,11076.0
Hair Care,got2b,Glued Brow & Edge Gel,$9.99,4.2,207.0
Hair Care,Paul Mitchell,Freeze and Shine Hairspray,$10.00 - $37.00,4.2,487.0
Hair Care,Bumble and bumble,Thickening High Drama Styling Hair Foam for Thinning Hair,$16.00 - $35.00,4.7,629.0
Hair Care,PATTERN,Curl Gel,$12.00 - $49.00,4.5,1814.0
Hair Care,PATTERN,Curl Mousse,$14.00 - $25.00,4.5,790.0
Hair Care,Innersense Organic Beauty,I Create Hold Styling Gel,$28.00 - $64.00,4.4,786.0
Hair Care,CÉCRED,Detangling Spray,$28.00,4.4,224.0
Hair Care,Living Proof,Full Conditioner,$17.00 - $82.00,4.8,282.0
Hair Care,Kitsch,Air Dry Cream,$15.00,4.5,683.0
Hair Care,Redken,Acidic Bonding Concentrate Hair Bandage Balm for Split Ends,$46.00,4.5,228.0
Hair Care,OUAI,Conditioner for Thick Hair,$16.00 - $64.00,4.3,278.0
Hair Care,Redken,Acidic Grow Full Instant Densifying Spray,$40.00,4.4,243.0
Hair Care,Sexy Hair,Big Sexy Hair Powder Play Volumizing & Texturizing Powder,$21.95,4.4,1136.0
Hair Care,Paul Mitchell,Tea Tree Special Conditioner,$9.50 - $50.00,4.5,4883.0
Hair Care,OLAPLEX,No.4 Fine Bond Maintenance Volumizing and Strengthening Hair Repair Shampoo,$16.00 - $34.00,4.6,672.0
Hair Care,Not Your Mother's,Curl Talk Defining & Frizz Taming Hair Cream,$4.99 - $15.49,4.2,1092.0
Hair Care,ghd,"Chronos Styler 1"" Flat Iron",$251.30,4.8,615.0
Hair Care,Briogeo,"Don't Despair, Repair! Deep Conditioning Hair Mask",$15.00 - $124.00,4.4,3435.0
Hair Care,Redken,Acidic Grow Full System Scalp & Hair Serum,$46.00,4.5,245.0
Hair Care,Verb,Ghost Conditioner,$10.00 - $46.00,4.6,1127.0
Hair Care,OLAPLEX,No.5 Fine Bond Maintenance Volumizing and Strengthening Hair Repair Conditioner,$16.00 - $34.00,4.6,645.0
Hair Care,Innersense Organic Beauty,Hydrating Cream Conditioner,$10.00 - $74.00,4.4,2463.0
Hair Care,T3,"SinglePass StyleMax Professional 1"" Flat Iron with Automated Heat",$125.99,4.0,250.0
Hair Care,IGK,Good Behavior 4-in-1 Prep Spray,$16.00 - $34.00,4.6,929.0
Hair Care,Kenra Professional,Perfect Medium Spray 13,$10.00 - $21.00,4.3,409.0
Hair Care,T3,Curl Wrap Automatic Rotating Curling Iron with Long Barrel,$146.99,4.6,266.0
Hair Care,Redken,Acidic Bonding Curls Silicone-Free Shampoo,$36.00 - $68.00,4.6,636.0
Hair Care,Biolage,Scalp Sync Clarifying Shampoo for Oily Scalp,$26.00 - $45.00,4.5,352.0
Hair Care,Moroccanoil,Dry Shampoo Light Tones,$14.00 - $30.00,4.9,58.0
Hair Care,OUAI,Frizz-Free Curl Cream,$16.00 - $32.00,4.3,736.0
Hair Care,amika,Brooklyn Bombshell Blowout Spray,$14.00 - $32.00,4.7,1361.0
Hair Care,Paul Mitchell,Tea Tree Lavender Mint Moisturizing Shampoo,$9.50 - $56.00,4.6,2192.0
Hair Care,LolaVie,Restorative Shampoo,$15.00 - $64.00,4.2,1075.0
Hair Care,Redken,Thermal Spray High Hold,$29.00,3.6,524.0
Hair Care,CÉCRED,Wrap & Set Foam,$28.00,4.4,39.0
Hair Care,Bumble and bumble,Thickening Volume Shampoo,$16.00 - $105.00,4.5,574.0
Hair Care,Tangle Teezer,The Mini Ultimate Detangler Hairbrush,$11.49,4.6,3052.0
Hair Care,Redken,Acidic Bonding Curls Silicone-Free Conditioner,$36.00 - $68.00,4.6,628.0
Hair Care,Innersense Organic Beauty,Sweet Spirit Leave In Conditioner,$10.00 - $64.00,4.3,684.0
Hair Care,Bondi Boost,HG Conditioner for Thinning Hair,$16.00 - $34.00,4.8,6354.0
Hair Care,CÉCRED,Scalp Refreshing Spray,$38.00,4.5,69.0
Hair Care,Living Proof,Perfect hair Day (PhD) Heat Styling Spray,$34.00,4.2,319.0
Hair Care,Batiste,Original Dry Shampoo,$10.99 - $18.99,4.5,28114.0
Hair Care,Kitsch,Recycled Fabric Seamless Hair Elastics 20pc Set,$8.00,4.8,257.0
Hair Care,OUAI,Shampoo for Thick Hair,$16.00 - $64.00,4.1,350.0
Hair Care,amika,Big Hit Volumizing Conditioner,$29.00 - $77.00,4.8,297.0
Hair Care,PATTERN,Medium Conditioner For Curlies,$12.00 - $49.00,4.6,1662.0
Hair Care,Kenra Professional,Platinum Silkening Gloss,$29.00,4.5,510.0
Hair Care,Kitsch,Zigzag Headbands Set,$10.00,4.1,502.0
Hair Care,Living Proof,Perfect Hair Day Shampoo,$17.00 - $82.00,4.7,160.0
Hair Care,Nioxin,Scalp + Hair Thickening System 2 Shampoo,$27.00 - $53.00,4.4,6358.0
Hair Care,Drybar,Hot Toddy Heat Protectant Mist,$16.00 - $31.00,4.0,453.0
Hair Care,Joico,K-PAK Color Therapy Conditioner,$9.50 - $44.00,4.6,299.0
Hair Care,OUAI,Texturizing Wave Spray,$16.00 - $30.00,4.4,258.0
Hair Care,Moroccanoil,Hair & Body Fragrance Mist,$20.00 - $35.00,4.7,57.0
Hair Care,Redken,All Soft Moisture Restore Leave-In Treatment with Hyaluronic Acid,$34.00,4.7,696.0
Hair Care,Moroccanoil,Detangling All in One Leave-In Conditioner,$32.00,4.6,56.0
Hair Care,Good Dye Young,Semi-Permanent Hair Dye,$9.50 - $19.00,3.8,123.0
Hair Care,BaBylissPRO,Nano Titanium Digital Straightening Iron,$109.99,4.0,349.0
Hair Care,Hot Tools,"Pro Artist Black Gold 1"" Micro Shine Flat Iron",$104.99,4.5,242.0
Hair Care,Redken,Acidic Color Gloss Heat Protection Treatment,$36.00,4.6,759.0
Hair Care,T3,Aire 360 Ceramic Air Styler Blowout Kit,$299.99,4.2,301.0
Hair Care,amika,Hydro Dream Hydration Routine Trial Set,$32.00,4.8,165.0
Hair Care,Biolage,Scalp Sync Anti-Dandruff Shampoo,$6.50 - $45.00,4.4,1385.0
Hair Care,Moroccanoil,Dry Shampoo Dark Tones,$14.00 - $30.00,4.7,56.0
Hair Care,Pureology,Style + Protect Lock It Down Hairspray,$13.00 - $34.00,4.4,519.0
Hair Care,Revlon,One-Step 1-1/2'' Root Booster Round Brush Dryer and Styler,$38.49,4.1,299.0
Hair Care,OLAPLEX,No.5P Blonde Hair Hydrating & Brightening Purple Toning Conditioner,$34.00,4.6,407.0
Hair Care,OLAPLEX,No.9 Bond Protector Heat Protection & Frizz Reduction Nourishing Hair Serum,$32.00,4.3,183.0
Hair Care,Rizos Curls,Strong Hold Gel,$11.00 - $22.00,4.5,138.0
Hair Care,Redken,Root Lifter Volumizing Spray Foam,$15.00 - $29.00,4.4,1456.0
Hair Care,L'Oréal,Root Cover Up,$12.99,4.0,3783.0
Hair Care,Sexy Hair,Big Sexy Hair Spray & Stay Intense Hold Hairspray,$10.00 - $22.95,4.5,589.0
Hair Care,Redken,Brushable Hairspray,$29.00,4.6,43.0
Hair Care,Paul Mitchell,Tea Tree Lavender Mint Moisturizing Conditioner,$9.50 - $56.00,4.6,1298.0
Hair Care,Pureology,Pure Volume Conditioner,$12.00 - $90.00,4.2,548.0
Hair Care,Innersense Organic Beauty,Pure Harmony Hairbath,$10.00 - $66.00,4.4,2463.0
Hair Care,BaBylissPRO,Nano Titanium Portofino Dryer,$149.99,4.3,415.0
Hair Care,Conair,InfinitiPRO By Conair Curl Secret Auto Curler,$129.99 - $159.99,4.5,398.0
Hair Care,PATTERN,Styling Cream,$12.00 - $49.00,4.6,2113.0
Hair Care,Moroccanoil,Curl Defining Cream,$36.00,4.6,51.0
Hair Care,Joico,Defy Damage Protective Conditioner,$9.50 - $46.00,4.5,566.0
Hair Care,Redken,Acidic Grow Full System Densifying Mini Kit,$30.00,5.0,1.0
Hair Care,Redken,All Soft Heavy Cream Hair Mask,$36.00,4.7,269.0
Hair Care,Matrix,Mega Sleek Anti-Frizz Smoothing Shampoo,$8.50 - $46.00,4.7,774.0
Hair Care,Living Proof,Clarifying Detox Shampoo,$19.00 - $75.00,4.8,944.0
Hair Care,Joico,Defy Damage Protective Shampoo,$9.50 - $46.00,4.5,1035.0
Hair Care,Biolage,Scalp Sync Universal Conditioner,$26.00 - $45.00,4.7,894.0
Hair Care,Bio Ionic,10X 1” Pro Hair Styling Iron,$262.00,4.8,261.0
