category,brand,name,price,avg_rating,num_ratings
Tools,L'ange,Le Duo Flex 360° Airflow Titanium Styler,$83.30,3.4,94.0
Tools,IT Brushes For ULTA,Airbrush Dual-Ended Flawless Complexion Concealer & Foundation Brush #132,$37.00,4.2,176.0
Tools,Curlsmith,De-Frizzion Dryer,$132.30,4.4,338.0
Tools,IT Brushes For ULTA,Airbrush Full Coverage Complexion Brush #77,$32.00,4.2,386.0
Tools,e.l.f. Cosmetics,Cream & Powder Face Brush,$9.00,4.8,187.0
Tools,Olivia Garden,Nanothermic Brush,$27.95 - $39.95,4.5,654.0
Tools,Morphe,All Bases Covered 3-Piece Tool Set,$15.00,4.6,12.0
Tools,e.l.f. Cosmetics,Liquid Bronzer & Contour Duo Brush,$10.00,4.8,2664.0
Tools,Kitsch,Styling Hair Clips Set,$8.00,4.6,116.0
Tools,Kitsch,Ceramic Thermal Hair Rollers,$14.00,4.2,344.0
Tools,e.l.f. Cosmetics,Total Face Sponge Duo,$11.00,4.2,191.0
Tools,Real Techniques,4-Pack Miracle Complexion Makeup Blending Sponges,$20.00,4.6,684.0
Tools,Tweezerman,Rose Gold Classic Eyelash Curler,$21.50,4.4,484.0
Tools,Wet Brush,Go Green Mini Detangler,$10.99,4.4,40.0
Tools,Kitsch,Heatless Curling Set - Satin,$18.00,4.7,1834.0
Tools,Hot Tools,Professional Rose Gold 1-1/2'' Extra Long Flat Iron,$104.99,4.3,96.0
Tools,Conair,Rose Gold Titanium Curling Iron,$42.99,4.3,119.0
Tools,Kitsch,Recycled Plastic Dermaplaner 12 Piece Set,$10.00,4.5,753.0
Tools,L'ange,Le Styliste Luxe Digital Salon Dryer,$289.00,4.5,752.0
Tools,Olivia Garden,SuperHP High Performance Professional Hair Dryer,$349.95,4.8,239.0
Tools,BaBylissPRO,Porcelain Ceramic Carrera2 Dryer,$114.99,4.0,238.0
Tools,Morphe,M134 Pointed Paddle Concealer Brush,$11.00,5.0,12.0
Tools,KYLIE COSMETICS,Skin Tint Brush,$29.00,4.7,570.0
Tools,e.l.f. Cosmetics,Tap & Blend Concealer Brush,$6.00,4.8,201.0
Tools,Morphe,M161 Large Rounded Powder Brush,$17.00,4.7,41.0
Tools,Tangle Teezer,The Ultimate Detangler for Fine & Fragile Hair,$16.99,4.6,749.0
Tools,Conair,InfinitiPRO By Conair SmoothWrap Hair Dryer with Dual Ion Therapy,$76.99,4.6,863.0
Tools,e.l.f. Cosmetics,Ultimate Blending Brush,$8.00,4.7,3616.0
Tools,Conair,3-1 Onyx Ceramic Curling Wand,$79.99,4.3,56.0
